FacilityName,RegionName,Year,Quarter,WaitTimeMinutes,DistanceToFacilityKM,PopulationCovered
South Health Campus,SE,2022,Q1,30,14.77,1824
South Health Campus,SE,2022,Q3,52,10.55,1664
Peter Lougheed Centre,NE,2022,Q1,40,17.6,795
South Health Campus,SE,2022,Q2,143,4.67,1544
Foothills Medical Centre,NW,2022,Q2,68,8.52,1036
South Health Campus,SE,2022,Q3,49,15.03,1494
Peter Lougheed Centre,NE,2022,Q4,134,12.89,1185
Rockyview General Hospital,SW,2022,Q1,159,9.03,622
Foothills Medical Centre,NW,2022,Q2,41,15.27,1465
Foothills Medical Centre,NW,2022,Q4,86,3.65,1747
Peter Lougheed Centre,NE,2022,Q1,84,6.22,965
Peter Lougheed Centre,NE,2022,Q2,109,0.5,1132
Foothills Medical Centre,NW,2022,Q1,41,14.17,1282
Rockyview General Hospital,SW,2022,Q1,40,7.93,615
Peter Lougheed Centre,NE,2022,Q3,172,5.2,1486
Rockyview General Hospital,SW,2022,Q2,127,9.66,621
South Health Campus,SE,2022,Q3,32,11.52,510
South Health Campus,SE,2022,Q1,154,5.05,1329
Peter Lougheed Centre,NE,2022,Q4,92,10.31,1078
Rockyview General Hospital,SW,2022,Q4,167,3.44,659
South Health Campus,SE,2022,Q4,60,21.06,1414
Rockyview General Hospital,SW,2022,Q2,97,6.33,1765
Foothills Medical Centre,NW,2022,Q4,70,5.97,1055
Foothills Medical Centre,NW,2022,Q2,58,12.51,991
Foothills Medical Centre,NW,2022,Q1,113,2.39,1634
Foothills Medical Centre,NW,2022,Q2,151,18.01,1847
Rockyview General Hospital,SW,2022,Q1,154,0.5,1806
Foothills Medical Centre,NW,2022,Q2,12,7.44,1113
Foothills Medical Centre,NW,2022,Q4,170,5.64,870
Peter Lougheed Centre,NE,2022,Q3,179,8.05,1008
Foothills Medical Centre,NW,2022,Q1,116,13.34,1115
Foothills Medical Centre,NW,2022,Q1,86,4.54,1261
South Health Campus,SE,2022,Q4,101,9.22,611
South Health Campus,SE,2022,Q3,131,11.18,1393
Peter Lougheed Centre,NE,2022,Q1,104,13.85,1323
Peter Lougheed Centre,NE,2022,Q4,130,8.79,1746
Rockyview General Hospital,SW,2022,Q2,121,8.68,1400
Rockyview General Hospital,SW,2022,Q4,149,14.86,749
Rockyview General Hospital,SW,2022,Q2,104,9.81,1108
Rockyview General Hospital,SW,2022,Q2,20,9.48,1440
Rockyview General Hospital,SW,2022,Q3,143,1.74,544
Rockyview General Hospital,SW,2022,Q4,29,9.36,1194
Peter Lougheed Centre,NE,2022,Q1,44,18.5,1404
Peter Lougheed Centre,NE,2022,Q3,156,8.49,888
Peter Lougheed Centre,NE,2022,Q3,92,3.32,936
Peter Lougheed Centre,NE,2022,Q1,23,8.05,1635
Peter Lougheed Centre,NE,2022,Q1,36,0.5,1289
South Health Campus,SE,2022,Q3,112,7.23,509
Rockyview General Hospital,SW,2022,Q1,53,13.08,1945
South Health Campus,SE,2022,Q4,101,10.7,613
South Health Campus,SE,2022,Q1,25,10.09,1290
Rockyview General Hospital,SW,2022,Q2,163,6.94,1215
South Health Campus,SE,2022,Q2,61,6.98,1700
Peter Lougheed Centre,NE,2022,Q3,143,4.02,1178
Peter Lougheed Centre,NE,2022,Q1,129,2.33,1532
Rockyview General Hospital,SW,2022,Q3,38,11.82,868
Foothills Medical Centre,NW,2022,Q1,161,0.5,576
South Health Campus,SE,2022,Q1,14,14.94,680
Rockyview General Hospital,SW,2022,Q3,165,7.39,1083
South Health Campus,SE,2022,Q2,160,12.54,860
Peter Lougheed Centre,NE,2022,Q4,111,8.21,1945
Peter Lougheed Centre,NE,2022,Q1,27,15.29,1444
Rockyview General Hospital,SW,2022,Q2,172,0.5,1540
Rockyview General Hospital,SW,2022,Q1,60,4.65,1476
Foothills Medical Centre,NW,2022,Q1,96,1.4,1675
Foothills Medical Centre,NW,2022,Q2,52,1.41,1233
South Health Campus,SE,2022,Q4,18,15,746
Peter Lougheed Centre,NE,2022,Q4,62,9.02,1055
Foothills Medical Centre,NW,2022,Q1,116,2.2,1494
South Health Campus,SE,2022,Q4,92,16.27,1511
South Health Campus,SE,2022,Q1,92,8.51,1507
Rockyview General Hospital,SW,2022,Q1,121,11.38,599
Rockyview General Hospital,SW,2022,Q2,118,7.53,634
Rockyview General Hospital,SW,2022,Q4,124,6.55,1548
Peter Lougheed Centre,NE,2022,Q2,123,6.91,1215
Foothills Medical Centre,NW,2022,Q3,21,11.05,840
Foothills Medical Centre,NW,2022,Q2,111,12.48,652
South Health Campus,SE,2022,Q4,83,1.7,1463
Foothills Medical Centre,NW,2022,Q1,36,0.5,825
Foothills Medical Centre,NW,2022,Q1,40,6.17,681
Foothills Medical Centre,NW,2022,Q4,21,15.73,1139
Foothills Medical Centre,NW,2022,Q3,133,0.5,1865
Rockyview General Hospital,SW,2022,Q3,45,5.29,755
Foothills Medical Centre,NW,2022,Q2,128,11.7,1418
Foothills Medical Centre,NW,2022,Q3,153,0.74,809
South Health Campus,SE,2022,Q3,58,5.19,568
South Health Campus,SE,2022,Q2,38,11.24,739
Foothills Medical Centre,NW,2022,Q2,56,17.88,702
Foothills Medical Centre,NW,2022,Q2,41,11.21,1187
Foothills Medical Centre,NW,2022,Q2,110,12.78,755
Peter Lougheed Centre,NE,2022,Q1,27,2,1328
Peter Lougheed Centre,NE,2022,Q3,107,17.75,1567
South Health Campus,SE,2022,Q3,46,8.11,1571
South Health Campus,SE,2022,Q3,122,4,1252
South Health Campus,SE,2022,Q3,68,0.5,914
Rockyview General Hospital,SW,2022,Q1,125,8.05,1755
Peter Lougheed Centre,NE,2022,Q1,59,13.73,1127
South Health Campus,SE,2022,Q2,69,1.81,1575
Peter Lougheed Centre,NE,2022,Q4,53,10.06,648
Peter Lougheed Centre,NE,2022,Q1,22,12.85,1269
Foothills Medical Centre,NW,2022,Q4,41,3.83,739
South Health Campus,SE,2022,Q3,29,4.6,1263
Peter Lougheed Centre,NE,2022,Q4,104,6.94,533
South Health Campus,SE,2022,Q2,46,11.3,1142
South Health Campus,SE,2022,Q2,135,6,1549
Foothills Medical Centre,NW,2022,Q2,178,3.37,1122
Rockyview General Hospital,SW,2022,Q3,164,7.24,553
Foothills Medical Centre,NW,2022,Q1,148,11.93,666
Rockyview General Hospital,SW,2022,Q2,127,7.84,1436
Peter Lougheed Centre,NE,2022,Q3,16,13.57,1770
Foothills Medical Centre,NW,2022,Q3,111,7.75,1533
South Health Campus,SE,2022,Q1,20,9.59,952
South Health Campus,SE,2022,Q2,95,3.84,888
Foothills Medical Centre,NW,2022,Q4,94,7.23,1499
Peter Lougheed Centre,NE,2022,Q4,24,15.27,1374
Rockyview General Hospital,SW,2022,Q4,117,6.64,1024
Rockyview General Hospital,SW,2022,Q3,73,13.13,1383
Peter Lougheed Centre,NE,2022,Q2,172,20.33,1731
Peter Lougheed Centre,NE,2022,Q2,92,4.2,1230
Foothills Medical Centre,NW,2022,Q3,75,2.94,808
Peter Lougheed Centre,NE,2022,Q4,128,11.61,1778
Peter Lougheed Centre,NE,2022,Q4,104,10.84,1168
Foothills Medical Centre,NW,2022,Q2,146,18.79,529
Foothills Medical Centre,NW,2022,Q4,44,12.29,1044
Rockyview General Hospital,SW,2022,Q3,17,8.73,1939
Peter Lougheed Centre,NE,2022,Q4,64,7.56,1616
South Health Campus,SE,2022,Q4,125,19.69,1538
Rockyview General Hospital,SW,2022,Q2,61,3.53,1150
Foothills Medical Centre,NW,2022,Q2,161,14.11,1061
Rockyview General Hospital,SW,2022,Q2,14,6.54,1432
Peter Lougheed Centre,NE,2022,Q3,114,6.27,718
Rockyview General Hospital,SW,2022,Q3,119,10.23,1032
Rockyview General Hospital,SW,2022,Q3,150,8.64,1548
Rockyview General Hospital,SW,2022,Q4,86,5.8,502
Peter Lougheed Centre,NE,2022,Q3,26,12.8,770
South Health Campus,SE,2022,Q1,97,5.97,1081
Peter Lougheed Centre,NE,2022,Q3,42,9.1,1243
Rockyview General Hospital,SW,2022,Q3,18,7.09,1457
Peter Lougheed Centre,NE,2022,Q2,114,0.64,791
Rockyview General Hospital,SW,2022,Q1,48,0.5,1304
Peter Lougheed Centre,NE,2022,Q2,57,9.7,1898
South Health Campus,SE,2022,Q1,158,4.64,1352
Foothills Medical Centre,NW,2022,Q2,138,0.5,988
Peter Lougheed Centre,NE,2022,Q1,106,0.5,860
South Health Campus,SE,2022,Q2,150,10.72,971
Peter Lougheed Centre,NE,2022,Q3,72,0.83,1582
Peter Lougheed Centre,NE,2022,Q3,53,6.93,616
South Health Campus,SE,2022,Q4,130,8.71,1688
Rockyview General Hospital,SW,2022,Q2,144,10.14,1533
Foothills Medical Centre,NW,2022,Q1,35,8.05,584
Peter Lougheed Centre,NE,2022,Q3,17,10.86,1649
Foothills Medical Centre,NW,2022,Q4,28,11.97,1935
Foothills Medical Centre,NW,2022,Q3,85,2.39,690
South Health Campus,SE,2022,Q4,12,13.28,1845
Rockyview General Hospital,SW,2022,Q3,109,9,1887
Peter Lougheed Centre,NE,2022,Q2,51,10.67,1076
Rockyview General Hospital,SW,2022,Q4,132,6.59,1908
Foothills Medical Centre,NW,2022,Q1,65,3.88,1961
Rockyview General Hospital,SW,2022,Q3,31,14.11,1873
Foothills Medical Centre,NW,2022,Q1,101,13.6,1242
South Health Campus,SE,2022,Q2,112,9.45,846
South Health Campus,SE,2022,Q3,150,9.93,1279
South Health Campus,SE,2022,Q3,100,6.48,1513
South Health Campus,SE,2022,Q1,107,5.42,947
Peter Lougheed Centre,NE,2022,Q1,60,15.4,552
South Health Campus,SE,2022,Q2,27,13.62,1374
South Health Campus,SE,2022,Q2,153,8.04,948
Peter Lougheed Centre,NE,2022,Q2,173,12.85,718
South Health Campus,SE,2022,Q2,53,14.39,1771
Peter Lougheed Centre,NE,2022,Q3,110,13.98,538
South Health Campus,SE,2022,Q1,45,4.71,1831
South Health Campus,SE,2022,Q4,169,6.02,1453
Peter Lougheed Centre,NE,2022,Q3,144,10.42,1726
Rockyview General Hospital,SW,2022,Q1,84,3.24,1513
Foothills Medical Centre,NW,2022,Q4,127,13.13,1194
South Health Campus,SE,2022,Q2,12,11.52,1139
Rockyview General Hospital,SW,2022,Q4,171,10.08,1013
Rockyview General Hospital,SW,2022,Q4,169,0.5,1094
Peter Lougheed Centre,NE,2022,Q3,174,7.51,1781
Foothills Medical Centre,NW,2022,Q2,173,4.09,1835
Peter Lougheed Centre,NE,2022,Q1,158,3.14,1847
Rockyview General Hospital,SW,2022,Q3,162,4.42,869
Rockyview General Hospital,SW,2022,Q3,89,10.38,1448
South Health Campus,SE,2022,Q2,178,7.57,753
Peter Lougheed Centre,NE,2022,Q3,60,12.77,1091
South Health Campus,SE,2022,Q1,64,9.34,1378
Rockyview General Hospital,SW,2022,Q4,78,8.04,655
Rockyview General Hospital,SW,2022,Q3,54,8.62,1419
Peter Lougheed Centre,NE,2022,Q4,159,10.42,1804
Rockyview General Hospital,SW,2022,Q4,160,10.14,1217
Rockyview General Hospital,SW,2022,Q2,101,0.5,888
Foothills Medical Centre,NW,2022,Q1,69,17.42,1014
Rockyview General Hospital,SW,2022,Q2,72,21.49,1614
Peter Lougheed Centre,NE,2022,Q2,85,2.3,697
Peter Lougheed Centre,NE,2022,Q2,134,13.82,1777
Peter Lougheed Centre,NE,2022,Q1,94,6.86,761
Foothills Medical Centre,NW,2022,Q2,110,12.32,901
Rockyview General Hospital,SW,2022,Q4,127,10.46,1287
Peter Lougheed Centre,NE,2022,Q4,103,0.5,1310
Peter Lougheed Centre,NE,2022,Q3,39,10.28,1929
Foothills Medical Centre,NW,2022,Q3,136,9.08,1555
Peter Lougheed Centre,NE,2022,Q1,133,9.29,1013
South Health Campus,SE,2022,Q3,137,5.31,1064
Peter Lougheed Centre,NE,2022,Q4,50,10.51,902
Foothills Medical Centre,NW,2022,Q3,170,10.16,1374
Foothills Medical Centre,NW,2022,Q1,79,0.5,1232
Peter Lougheed Centre,NE,2022,Q2,151,11.73,1880
South Health Campus,SE,2022,Q4,103,2.81,1597
Peter Lougheed Centre,NE,2022,Q4,65,4.07,1881
Peter Lougheed Centre,NE,2022,Q1,72,8.36,986
Peter Lougheed Centre,NE,2022,Q3,83,12.91,1713
Foothills Medical Centre,NW,2022,Q4,129,13.67,1607
South Health Campus,SE,2022,Q4,103,11.83,1991
Peter Lougheed Centre,NE,2022,Q1,120,8.2,1395
South Health Campus,SE,2022,Q1,127,9.84,1798
Foothills Medical Centre,NW,2022,Q3,106,1.45,790
Rockyview General Hospital,SW,2022,Q3,75,6.63,1103
Rockyview General Hospital,SW,2022,Q1,161,3.9,1120
South Health Campus,SE,2022,Q2,166,15.83,1420
Rockyview General Hospital,SW,2022,Q2,63,10.31,1356
Peter Lougheed Centre,NE,2022,Q1,159,12.57,532
Foothills Medical Centre,NW,2022,Q3,106,15.16,1033
Foothills Medical Centre,NW,2022,Q3,110,3.94,1831
Peter Lougheed Centre,NE,2022,Q4,105,2.73,625
South Health Campus,SE,2022,Q2,114,6.48,668
Peter Lougheed Centre,NE,2022,Q2,128,4.05,1919
Rockyview General Hospital,SW,2022,Q3,131,12.77,730
Peter Lougheed Centre,NE,2022,Q3,118,7.25,884
Rockyview General Hospital,SW,2022,Q4,152,5.24,1222
Foothills Medical Centre,NW,2022,Q1,179,10.45,1550
Foothills Medical Centre,NW,2022,Q4,111,12.15,1675
Peter Lougheed Centre,NE,2022,Q3,74,2.46,587
Peter Lougheed Centre,NE,2022,Q3,150,15.05,1982
Foothills Medical Centre,NW,2022,Q4,66,1.42,598
Foothills Medical Centre,NW,2022,Q3,147,8.91,1382
South Health Campus,SE,2022,Q4,92,16.42,1300
South Health Campus,SE,2022,Q3,143,16.7,832
South Health Campus,SE,2022,Q2,129,6.05,1708
Rockyview General Hospital,SW,2022,Q3,174,11.3,1208
South Health Campus,SE,2022,Q1,175,4.65,1290
Rockyview General Hospital,SW,2022,Q1,93,6.18,972
Peter Lougheed Centre,NE,2022,Q2,95,4.34,1574
Peter Lougheed Centre,NE,2022,Q3,44,13.46,1798
Rockyview General Hospital,SW,2022,Q3,98,13.28,1656
Foothills Medical Centre,NW,2022,Q4,150,7.6,986
Foothills Medical Centre,NW,2022,Q2,31,9.4,1677
Peter Lougheed Centre,NE,2022,Q4,122,6.66,1300
Foothills Medical Centre,NW,2022,Q3,97,0.5,1977
Rockyview General Hospital,SW,2022,Q1,29,15.62,1766
Foothills Medical Centre,NW,2022,Q1,94,9.76,1255
Foothills Medical Centre,NW,2022,Q3,146,11.89,1193
Peter Lougheed Centre,NE,2022,Q3,20,5.21,1886
South Health Campus,SE,2022,Q1,33,0.5,1286
Peter Lougheed Centre,NE,2022,Q4,88,13.35,1087
Foothills Medical Centre,NW,2022,Q2,153,6.89,1976
Foothills Medical Centre,NW,2022,Q1,11,17.35,991
South Health Campus,SE,2022,Q4,115,14.99,1586
Foothills Medical Centre,NW,2022,Q4,55,6.08,551
Peter Lougheed Centre,NE,2022,Q1,44,1.84,1380
Peter Lougheed Centre,NE,2022,Q2,10,6.49,1603
Peter Lougheed Centre,NE,2022,Q1,106,7.82,759
Foothills Medical Centre,NW,2022,Q3,91,2.6,1338
South Health Campus,SE,2022,Q3,83,11.01,1383
Peter Lougheed Centre,NE,2022,Q1,144,8.32,876
Foothills Medical Centre,NW,2022,Q3,142,12.67,548
South Health Campus,SE,2022,Q2,145,2.64,1801
Foothills Medical Centre,NW,2022,Q3,38,1.29,1461
South Health Campus,SE,2022,Q4,86,4.39,1140
Foothills Medical Centre,NW,2022,Q1,26,9.26,1584
South Health Campus,SE,2022,Q1,112,2.36,1642
Foothills Medical Centre,NW,2022,Q3,39,4.7,951
Foothills Medical Centre,NW,2022,Q1,20,16.08,1360
South Health Campus,SE,2022,Q1,153,2.84,1967
Foothills Medical Centre,NW,2022,Q3,76,0.84,1324
Foothills Medical Centre,NW,2022,Q1,72,6.6,884
Foothills Medical Centre,NW,2022,Q4,93,7.53,790
Foothills Medical Centre,NW,2022,Q2,156,13.66,1927
Foothills Medical Centre,NW,2022,Q4,27,6.75,1263
Peter Lougheed Centre,NE,2022,Q1,169,12.8,855
Peter Lougheed Centre,NE,2022,Q3,164,9.82,1255
South Health Campus,SE,2022,Q2,71,6.52,1758
Foothills Medical Centre,NW,2022,Q4,10,0.5,978
South Health Campus,SE,2022,Q3,44,5.54,1678
Rockyview General Hospital,SW,2022,Q1,173,4.91,786
Rockyview General Hospital,SW,2022,Q4,51,13.84,681
Peter Lougheed Centre,NE,2022,Q4,21,10.65,940
Rockyview General Hospital,SW,2022,Q2,60,4.93,844
Foothills Medical Centre,NW,2022,Q2,117,6.32,1817
Rockyview General Hospital,SW,2022,Q1,88,11.94,1944
Rockyview General Hospital,SW,2022,Q1,125,13.38,1914
Foothills Medical Centre,NW,2022,Q3,57,9.37,762
Rockyview General Hospital,SW,2022,Q3,108,9.49,1500
Foothills Medical Centre,NW,2022,Q3,81,9.58,1724
Peter Lougheed Centre,NE,2022,Q3,163,11.92,1368
Peter Lougheed Centre,NE,2022,Q2,120,6.78,624
Peter Lougheed Centre,NE,2022,Q2,84,0.5,1079
Rockyview General Hospital,SW,2022,Q4,16,4.24,1470
Peter Lougheed Centre,NE,2022,Q3,176,6.93,1611
Rockyview General Hospital,SW,2022,Q4,54,0.5,819
South Health Campus,SE,2022,Q3,110,0.5,827
Peter Lougheed Centre,NE,2022,Q1,160,12.64,1597
Foothills Medical Centre,NW,2022,Q4,100,9.61,887
Peter Lougheed Centre,NE,2022,Q4,155,4,1703
Peter Lougheed Centre,NE,2022,Q1,82,0.56,1128
Rockyview General Hospital,SW,2022,Q4,129,0.5,762
Peter Lougheed Centre,NE,2022,Q2,42,2.58,867
Foothills Medical Centre,NW,2022,Q3,178,7.31,1719
Peter Lougheed Centre,NE,2022,Q3,166,7.63,938
Rockyview General Hospital,SW,2022,Q4,25,9.62,580
South Health Campus,SE,2022,Q4,167,9.32,1395
Foothills Medical Centre,NW,2022,Q2,147,0.5,819
Peter Lougheed Centre,NE,2022,Q4,138,6.2,1379
Foothills Medical Centre,NW,2022,Q1,99,20.51,1571
Foothills Medical Centre,NW,2022,Q3,114,11.65,1015
Rockyview General Hospital,SW,2022,Q3,148,5.59,1346
Foothills Medical Centre,NW,2022,Q4,30,11.59,907
Rockyview General Hospital,SW,2022,Q4,175,7.47,1533
South Health Campus,SE,2022,Q4,122,14.94,1254
Rockyview General Hospital,SW,2022,Q2,90,5.23,1118
Peter Lougheed Centre,NE,2022,Q3,109,12.5,1391
Foothills Medical Centre,NW,2022,Q4,93,15.2,1140
South Health Campus,SE,2022,Q3,63,9.97,1042
Foothills Medical Centre,NW,2022,Q1,97,7.34,1628
Rockyview General Hospital,SW,2022,Q1,179,10.46,895
Peter Lougheed Centre,NE,2022,Q2,169,9.39,741
South Health Campus,SE,2022,Q2,106,10.37,1846
Rockyview General Hospital,SW,2022,Q1,54,4.83,1129
Foothills Medical Centre,NW,2022,Q4,35,10.25,1384
Foothills Medical Centre,NW,2022,Q1,134,8.63,1163
South Health Campus,SE,2022,Q4,110,10.86,1640
Rockyview General Hospital,SW,2022,Q1,114,5.14,838
Foothills Medical Centre,NW,2022,Q4,30,0.5,1963
Rockyview General Hospital,SW,2022,Q2,177,16.98,1708
Peter Lougheed Centre,NE,2022,Q1,90,4.05,1324
South Health Campus,SE,2022,Q3,17,6.17,1254
South Health Campus,SE,2022,Q4,26,13.58,1134
Foothills Medical Centre,NW,2022,Q3,166,14.5,1639
Peter Lougheed Centre,NE,2022,Q1,136,5.57,1657
Peter Lougheed Centre,NE,2022,Q3,76,6.73,1195
Foothills Medical Centre,NW,2022,Q1,31,4.7,1466
Rockyview General Hospital,SW,2022,Q3,68,12.97,1384
Rockyview General Hospital,SW,2022,Q1,95,10.59,1470
Rockyview General Hospital,SW,2022,Q2,98,7.26,1787
Foothills Medical Centre,NW,2022,Q4,39,8.8,1558
Foothills Medical Centre,NW,2022,Q2,102,11.3,1725
Foothills Medical Centre,NW,2022,Q1,65,6.36,1766
Foothills Medical Centre,NW,2022,Q4,65,3.78,1052
Peter Lougheed Centre,NE,2022,Q3,68,14.51,1425
South Health Campus,SE,2022,Q3,105,12.04,1138
Rockyview General Hospital,SW,2022,Q1,101,14.76,1303
Peter Lougheed Centre,NE,2022,Q2,10,14.92,1603
Rockyview General Hospital,SW,2022,Q2,44,6.17,1131
Peter Lougheed Centre,NE,2022,Q2,40,8.87,1285
Peter Lougheed Centre,NE,2022,Q2,71,8.97,928
Peter Lougheed Centre,NE,2022,Q3,162,13.8,506
Peter Lougheed Centre,NE,2022,Q1,152,7.5,1138
Peter Lougheed Centre,NE,2022,Q1,143,11.78,1929
Peter Lougheed Centre,NE,2022,Q2,25,8.29,1036
Peter Lougheed Centre,NE,2022,Q4,155,4.91,985
Peter Lougheed Centre,NE,2022,Q1,119,9.62,971
South Health Campus,SE,2022,Q3,144,13.74,1514
South Health Campus,SE,2022,Q2,105,6.57,1312
Peter Lougheed Centre,NE,2022,Q3,107,6.02,1869
Foothills Medical Centre,NW,2022,Q2,158,5.76,768
Peter Lougheed Centre,NE,2022,Q2,140,0.89,1572
Rockyview General Hospital,SW,2022,Q2,32,3.13,580
South Health Campus,SE,2022,Q3,119,7.86,1737
Rockyview General Hospital,SW,2022,Q3,84,6.48,1040
Rockyview General Hospital,SW,2022,Q1,37,2.88,1719
Rockyview General Hospital,SW,2022,Q2,74,10.56,628
Rockyview General Hospital,SW,2022,Q1,143,6.48,1897
Rockyview General Hospital,SW,2022,Q3,101,8.76,1479
Rockyview General Hospital,SW,2022,Q1,102,10.53,1279
Rockyview General Hospital,SW,2022,Q4,66,9.28,1952
South Health Campus,SE,2022,Q2,106,2.91,798
Rockyview General Hospital,SW,2022,Q3,39,10.54,1314
Peter Lougheed Centre,NE,2022,Q4,135,1.89,879
Peter Lougheed Centre,NE,2022,Q2,140,7.5,1526
Foothills Medical Centre,NW,2022,Q1,14,2.14,1149
South Health Campus,SE,2022,Q1,150,2.48,848
Peter Lougheed Centre,NE,2022,Q2,150,10.81,919
Foothills Medical Centre,NW,2022,Q3,103,9.58,1492
South Health Campus,SE,2022,Q1,104,11.04,869
Rockyview General Hospital,SW,2022,Q3,160,0.58,678
Rockyview General Hospital,SW,2022,Q4,145,7.32,585
Rockyview General Hospital,SW,2022,Q3,85,1.9,534
Foothills Medical Centre,NW,2022,Q2,109,14.78,1677
South Health Campus,SE,2022,Q2,122,16.35,1461
Peter Lougheed Centre,NE,2022,Q1,82,7.24,1699
Foothills Medical Centre,NW,2022,Q2,17,6.85,1406
Rockyview General Hospital,SW,2022,Q4,91,8.89,1570
Peter Lougheed Centre,NE,2022,Q3,109,11.77,1966
Peter Lougheed Centre,NE,2022,Q1,25,6.86,1119
South Health Campus,SE,2022,Q2,131,6.95,1227
Foothills Medical Centre,NW,2022,Q3,156,6.72,1257
Rockyview General Hospital,SW,2022,Q4,90,0.5,1986
Peter Lougheed Centre,NE,2022,Q4,159,9.25,1486
South Health Campus,SE,2022,Q3,170,4.9,1844
Foothills Medical Centre,NW,2022,Q4,176,5.9,1283
Foothills Medical Centre,NW,2022,Q4,20,2.59,1520
Rockyview General Hospital,SW,2022,Q1,81,5.1,1632
South Health Campus,SE,2022,Q4,69,1.88,645
Rockyview General Hospital,SW,2022,Q3,98,10.67,655
Rockyview General Hospital,SW,2022,Q1,123,19.71,762
South Health Campus,SE,2022,Q4,95,9.63,1838
South Health Campus,SE,2022,Q4,123,5.63,1693
Foothills Medical Centre,NW,2022,Q2,100,11.53,1087
Foothills Medical Centre,NW,2022,Q3,153,11.44,670
Peter Lougheed Centre,NE,2022,Q1,110,1.81,1268
Foothills Medical Centre,NW,2022,Q1,89,5.59,1048
Foothills Medical Centre,NW,2022,Q2,12,10.36,1037
Foothills Medical Centre,NW,2022,Q1,100,5.05,758
Peter Lougheed Centre,NE,2022,Q2,104,13.98,720
Foothills Medical Centre,NW,2022,Q4,54,12.65,763
Peter Lougheed Centre,NE,2022,Q1,175,11,1801
Foothills Medical Centre,NW,2022,Q3,45,7.33,529
South Health Campus,SE,2022,Q3,135,6.76,1132
Rockyview General Hospital,SW,2022,Q2,100,14.18,1823
Peter Lougheed Centre,NE,2022,Q1,36,6.54,1129
South Health Campus,SE,2022,Q2,77,9.25,1004
Foothills Medical Centre,NW,2022,Q4,56,8.43,1350
South Health Campus,SE,2022,Q3,114,0.78,1018
Peter Lougheed Centre,NE,2022,Q2,174,11.09,855
Peter Lougheed Centre,NE,2022,Q3,19,3.75,775
South Health Campus,SE,2022,Q3,22,7.1,818
South Health Campus,SE,2022,Q4,179,6.89,890
South Health Campus,SE,2022,Q1,81,11.16,1605
South Health Campus,SE,2022,Q2,103,8.99,1879
Rockyview General Hospital,SW,2022,Q3,178,5.05,1358
Rockyview General Hospital,SW,2022,Q1,105,9.06,1466
Foothills Medical Centre,NW,2022,Q1,137,7.95,1368
Rockyview General Hospital,SW,2022,Q1,97,2.63,1571
Peter Lougheed Centre,NE,2022,Q3,22,13.03,1357
Rockyview General Hospital,SW,2022,Q2,71,5.94,825
South Health Campus,SE,2022,Q3,38,13.51,1176
South Health Campus,SE,2022,Q1,14,8.86,1038
Rockyview General Hospital,SW,2022,Q3,87,13.05,1070
Peter Lougheed Centre,NE,2022,Q1,24,5.93,1500
Peter Lougheed Centre,NE,2022,Q4,73,10.21,1867
South Health Campus,SE,2022,Q2,92,6.15,1475
Peter Lougheed Centre,NE,2022,Q1,35,6.67,1325
South Health Campus,SE,2022,Q4,63,6.13,508
Peter Lougheed Centre,NE,2022,Q4,167,10.74,906
Peter Lougheed Centre,NE,2022,Q4,51,2.48,1891
South Health Campus,SE,2022,Q3,16,6.04,825
Foothills Medical Centre,NW,2022,Q2,36,9.43,1925
Rockyview General Hospital,SW,2022,Q4,177,2.07,1231
Rockyview General Hospital,SW,2022,Q3,70,20.8,1595
Rockyview General Hospital,SW,2022,Q1,174,12.67,716
Peter Lougheed Centre,NE,2022,Q1,44,10.33,1471
Rockyview General Hospital,SW,2022,Q4,170,0.5,1712
Rockyview General Hospital,SW,2022,Q3,81,3.78,1143
Rockyview General Hospital,SW,2022,Q1,154,8.81,1287
Foothills Medical Centre,NW,2022,Q3,143,4.93,1296
South Health Campus,SE,2022,Q1,47,14.5,1973
South Health Campus,SE,2022,Q1,110,7.92,1307
Foothills Medical Centre,NW,2022,Q3,151,14.12,599
Foothills Medical Centre,NW,2022,Q4,96,18.79,1135
South Health Campus,SE,2022,Q3,110,12.85,1651
Peter Lougheed Centre,NE,2022,Q3,38,10.16,1920
Peter Lougheed Centre,NE,2022,Q2,48,7.93,1628
South Health Campus,SE,2022,Q3,82,11.23,777
Foothills Medical Centre,NW,2022,Q4,18,14.17,1686
Peter Lougheed Centre,NE,2022,Q3,88,5.11,1499
South Health Campus,SE,2022,Q2,37,4.74,1176
South Health Campus,SE,2022,Q1,58,4.74,1894
Rockyview General Hospital,SW,2022,Q1,11,10.63,1824
Foothills Medical Centre,NW,2022,Q2,91,11.99,954
Rockyview General Hospital,SW,2022,Q1,73,21.77,1986
Rockyview General Hospital,SW,2022,Q3,153,4.48,1558
Peter Lougheed Centre,NE,2022,Q3,68,18.92,900
Foothills Medical Centre,NW,2022,Q4,118,2.99,1269
Foothills Medical Centre,NW,2022,Q2,176,17.61,1474
Peter Lougheed Centre,NE,2022,Q2,119,0.5,972
South Health Campus,SE,2022,Q4,160,19.37,1689
Peter Lougheed Centre,NE,2022,Q2,82,10.58,824
Foothills Medical Centre,NW,2022,Q4,79,9.37,944
Peter Lougheed Centre,NE,2022,Q2,139,10.77,1917
South Health Campus,SE,2022,Q1,148,2.68,1032
Foothills Medical Centre,NW,2022,Q4,141,4.03,1230
